prompt	ground_truth	candidate	predict	exact_match
add the numbers N 2 M 8 L 0 K 9 J 0 I 8 H 8 G 8 F 2 E 1 D 2 C 1 B 0 A 3 and K 3 J 0 I 6 H 9 G 0 F 8 E 0 D 6 C 5 B 8 A 6	28121579018689	 N 2 M 8 L 0 K 9 J 0 I 8 H 8 G 8 F 2 E 1 D 2 C 1 B 0 A 3	28090888212103	False
add the numbers F 7 E 1 D 0 C 5 B 5 A 4 and F 4 E 8 D 8 C 3 B 1 A 1	1198865	 F 1 E 0 D 8 C 8 B 6 A 5	108865	False
add the numbers D 9 C 5 B 3 A 4 and D 2 C 3 B 7 A 8	11912	 E 1 D 5 C 8 B 0 A 2	15802	False
add the numbers E 3 D 4 C 4 B 5 A 6 and E 9 D 1 C 3 B 2 A 1	125777	 E 3 D 5 C 7 B 7 A 7	35777	False
add the numbers N 2 M 7 L 4 K 9 J 7 I 9 H 4 G 6 F 0 E 2 D 4 C 0 B 6 A 9 and L 9 K 9 J 9 I 1 H 4 G 4 F 1 E 4 D 6 C 8 B 1 A 5	28497090170884	 N 2 M 7 L 9 K 9 J 9 I 1 H 4 G 4 F 1 E 4 D 6 C 8 B 1 A 5	27999144146815	False
add the numbers L 1 K 8 J 0 I 7 H 3 G 3 F 1 E 4 D 3 C 8 B 8 A 4 and E 6 D 8 C 5 B 2 A 3	180733212407	 L 1 K 8 J 0 I 7 H 3 G 3 F 1 E 4 D 3 C 8 B 8 A 4	180733143884	False
add the numbers K 6 J 6 I 5 H 5 G 6 F 8 E 6 D 5 C 5 B 0 A 0 and M 8 L 2 K 1 J 0 I 2 H 0 G 6 F 0 E 4 D 7 C 1 B 5 A 9	8276762912659	 N 0 M 8 L 2 K 1 J 0 I 2 H 0 G 6 F 0 E 4 D 7 C 1 B 5 A 9	08210206047159	False
add the numbers F 3 E 6 D 2 C 2 B 3 A 4 and H 2 G 7 F 7 E 2 D 5 C 8 B 0 A 0	28088034	 H 5 G 3 F 9 E 8 D 7 C 0 B 3 A 4	53987034	False
add the numbers K 7 J 9 I 9 H 2 G 9 F 6 E 2 D 0 C 3 B 9 A 5 and G 9 F 0 E 3 D 7 C 6 B 3 A 1	79938658026	 K 7 J 9 I 9 H 2 G 9 F 6 E 2 D 7 C 9 B 0 A 6	79929627906	False
add the numbers F 3 E 8 D 5 C 0 B 1 A 6 and F 7 E 2 D 3 C 7 B 0 A 9	1108725	 E 1 D 8 C 7 B 1 A 5	18715	False
add the numbers E 1 D 7 C 5 B 8 A 1 and E 8 D 5 C 2 B 0 A 7	102788	 E 1 D 7 C 5 B 8 A 1	17581	False
add the numbers I 8 H 4 G 7 F 7 E 4 D 9 C 4 B 7 A 8 and D 3 C 2 B 5 A 4	847752732	 I 8 H 4 G 7 F 7 E 4 D 3 C 2 B 5 A 4	847743254	False
add the numbers I 8 H 6 G 0 F 4 E 0 D 2 C 3 B 3 A 9 and D 4 C 6 B 0 A 5	860406944	 I 8 H 6 G 0 F 4 E 0 D 6 C 9 B 3 A 4	860406934	False
add the numbers E 9 D 8 C 8 B 0 A 4 and E 7 D 2 C 2 B 7 A 6	171080	 E 1 D 0 C 0 B 7 A 0	10070	False
add the numbers E 9 D 2 C 6 B 3 A 5 and E 9 D 8 C 0 B 0 A 6	190641	 E 9 D 8 C 6 B 3 A 5	98635	False
add the numbers D 4 C 6 B 6 A 4 and E 2 D 6 C 8 B 8 A 3	31547	 E 2 D 6 C 8 B 8 A 7	26887	False
add the numbers G 3 F 8 E 6 D 6 C 7 B 9 A 2 and G 6 F 2 E 1 D 8 C 0 B 5 A 4	10084846	 G 9 F 0 E 7 D 4 C 7 B 4 A 6	9074746	False
add the numbers L 5 K 7 J 4 I 0 H 9 G 9 F 6 E 3 D 7 C 0 B 2 A 1 and H 8 G 9 F 3 E 4 D 5 C 6 B 3 A 4	574188982655	 L 5 K 7 J 4 I 0 H 9 G 9 F 9 E 7 D 2 C 6 B 5 A 5	574099972655	False
add the numbers J 2 I 3 H 8 G 4 F 0 E 8 D 4 C 5 B 7 A 4 and H 8 G 1 F 7 E 1 D 7 C 7 B 0 A 4	2465802278	 J 2 I 3 H 8 G 5 F 7 E 9 D 11 C 12 B 7 A 8	238579111278	False
add the numbers G 3 F 0 E 8 D 4 C 1 B 8 A 3 and F 9 E 3 D 9 C 8 B 6 A 9	4024052	 G 2 F 9 E 1 D 3 C 9 B 4 A 2	2913942	False
add the numbers N 1 M 0 L 7 K 5 J 4 I 8 H 4 G 9 F 0 E 0 D 9 C 4 B 1 A 4 and D 2 C 1 B 5 A 2	10754849011566	 N 1 M 0 L 7 K 5 J 4 I 8 H 4 G 9 F 0 E 0 D 9 C 5 B 6 A 6	10754849009566	False
add the numbers D 4 C 7 B 3 A 9 and L 3 K 1 J 8 I 8 H 6 G 4 F 6 E 3 D 7 C 4 B 9 A 1	318864642230	 L 3 K 1 J 8 I 8 H 6 G 4 F 6 E 3 D 7 C 4 B 9 A 1	318864637491	False
add the numbers E 2 D 9 C 9 B 1 A 4 and K 7 J 0 I 7 H 5 G 5 F 2 E 4 D 4 C 5 B 1 A 3	70755274427	 K 9 J 9 I 6 H 6 G 6 F 6 E 6 D 4 C 4 B 2 A 7	99666664427	False
add the numbers J 3 I 2 H 4 G 0 F 9 E 6 D 7 C 1 B 7 A 9 and E 9 D 7 C 5 B 7 A 7	3241064756	 J 3 I 2 H 4 G 0 F 9 E 6 D 7 C 6 B 0 A 6	3240967606	False
add the numbers L 4 K 2 J 2 I 2 H 9 G 2 F 1 E 4 D 2 C 9 B 5 A 5 and J 8 I 5 H 0 G 7 F 4 E 0 D 9 C 5 B 3 A 1	430799552486	 L 4 K 2 J 2 I 2 H 9 G 2 F 1 E 4 D 2 C 9 B 5 A 5 J 8 I 5 H 0 G 7 F 4 E 0 D 9 C 5 B 3 A 1	4222921429558507409531	False
add the numbers L 1 K 6 J 3 I 6 H 7 G 5 F 0 E 8 D 4 C 8 B 3 A 2 and N 6 M 9 L 4 K 7 J 4 I 0 H 9 G 7 F 0 E 6 D 1 C 2 B 7 A 1	69637772146103	 O 7 N 5 M 5 L 0 K 3 J 7 I 6 H 6 G 2 F 0 E 4 D 5 C 0 B 0 A 3	755037662045003	False
add the numbers H 8 G 2 F 5 E 6 D 8 C 7 B 5 A 1 and E 9 D 6 C 9 B 8 A 0	82665731	 H 9 G 2 F 5 E 6 D 8 C 7 B 5 A 1	92568751	False
add the numbers L 3 K 0 J 2 I 7 H 4 G 3 F 1 E 8 D 2 C 1 B 2 A 2 and H 4 G 7 F 1 E 2 D 3 C 5 B 2 A 1	302790305643	 L 3 K 0 J 2 I 7 H 8 G 0 F 2 E 0 D 5 C 6 B 4 A 3	302780205643	False
add the numbers N 2 M 8 L 5 K 6 J 2 I 8 H 4 G 6 F 5 E 1 D 5 C 1 B 3 A 5 and E 6 D 4 C 4 B 7 A 8	28562846579613	 N 2 M 8 L 5 K 6 J 2 I 8 H 4 G 6 F 5 E 7 D 9 C 5 B 0 A 3	28562846579503	False
add the numbers H 3 G 5 F 1 E 3 D 4 C 9 B 9 A 9 and H 9 G 1 F 2 E 3 D 1 C 5 B 2 A 3	126366522	 H 3 G 6 F 3 E 6 D 5 C 4 B 1 A 6	36365416	False
add the numbers D 9 C 2 B 9 A 2 and E 2 D 8 C 6 B 7 A 8	37970	 E 2 D 9 C 8 B 6 A 0	29860	False
add the numbers H 5 G 9 F 0 E 3 D 0 C 6 B 9 A 4 and E 2 D 8 C 3 B 9 A 3	59059087	 H 5 G 9 F 0 E 3 D 8 C 9 B 9 A 7	59038997	False
add the numbers F 4 E 8 D 8 C 1 B 8 A 9 and F 9 E 8 D 2 C 8 B 2 A 3	1471012	 G 3 F 1 D 8 C 9 B 0 A 2	318902	False
add the numbers H 8 G 4 F 8 E 3 D 6 C 8 B 3 A 5 and F 7 E 5 D 0 C 6 B 1 A 5	85587450	 H 5 G 9 F 3 D 6 C 4 B 4 A 0	5936440	False
add the numbers L 3 K 6 J 9 I 0 H 2 G 5 F 6 E 6 D 2 C 2 B 4 A 5 and J 9 I 7 H 3 G 0 F 3 E 1 D 0 C 9 B 7 A 3	378755973218	 L 3 K 6 J 9 I 7 H 5 G 5 F 9 E 7 D 2 C 11 B 11 A 8	36975597211118	False
add the numbers K 3 J 1 I 3 H 3 G 5 F 3 E 2 D 6 C 9 B 8 A 8 and M 5 L 4 K 3 J 7 I 8 H 4 G 9 F 8 E 5 D 4 C 3 B 7 A 0	5469185181358	 P 8 O 5 N 4 M 8 L 5 K 6 J 8 I 6 H 7 G 4 F 11 E 7 D 10 C 12 B 15 A 8	85485686741171012158	False
add the numbers L 6 K 1 J 6 I 4 H 1 G 4 F 6 E 6 D 9 C 1 B 5 A 7 and J 1 I 6 H 1 G 9 F 3 E 5 D 9 C 4 B 4 A 3	618034028600	 L 7 K 7 J 7 I 0 H 0 G 4 F 9 E 5 D 0 C 5 B 9 A 0	777004950590	False
add the numbers E 2 D 6 C 3 B 7 A 8 and G 3 F 0 E 7 D 8 C 5 B 6 A 0	3104938	 G 5 F 6 E 0 D 5 C 8 B 3 A 8	5605838	False
add the numbers D 5 C 0 B 3 A 0 and D 7 C 5 B 0 A 0	12530	 D 0 C 5 B 3 A 0	0530	False
add the numbers H 1 G 0 F 4 E 4 D 4 C 0 B 2 A 2 and D 1 C 4 B 9 A 5	10445517	 H 1 G 1 F 5 E 5 D 5 C 4 B 11 A 7	115554117	False
add the numbers G 5 F 3 E 5 D 8 C 6 B 4 A 3 and D 8 C 3 B 2 A 4	5366967	 G 5 F 3 E 5 D 8 C 6 B 6 A 7	5358667	False
add the numbers G 5 F 3 E 6 D 1 C 3 B 2 A 7 and H 7 G 8 F 8 E 9 D 5 C 8 B 0 A 7	84257134	 H 0 G 1 F 1 E 5 D 6 C 1 B 2 A 4	01156124	False
add the numbers F 8 E 2 D 6 C 8 B 8 A 2 and F 2 E 2 D 9 C 5 B 7 A 4	1056456	 G 0 F 4 D 6 C 3 B 5 A 6	046356	False
add the numbers H 8 G 9 F 5 E 5 D 6 C 2 B 3 A 1 and H 5 G 9 F 0 E 3 D 7 C 9 B 6 A 5	148594196	 H 1 G 0 F 5 E 8 D 3 C 1 B 9 A 6	10583196	False
add the numbers E 6 D 2 C 1 B 4 A 7 and E 4 D 9 C 1 B 9 A 9	111346	 E 0 D 2 C 2 B 3 A 6	02236	False
add the numbers H 2 G 0 F 5 E 5 D 5 C 9 B 1 A 3 and H 6 G 2 F 3 E 1 D 2 C 2 B 3 A 7	82868150	 H 8 G 2 F 8 E 6 D 7 C 1 B 4 A 0	82867140	False
add the numbers E 7 D 2 C 3 B 5 A 8 and E 7 D 9 C 7 B 2 A 7	152085	 E 1 D 0 C 0 B 7 A 5	10075	False
add the numbers L 2 K 5 J 3 I 8 H 0 G 3 F 2 E 2 D 5 C 1 B 3 A 6 and K 1 J 5 I 6 H 0 G 6 F 0 E 8 D 3 C 4 B 4 A 3	269409308579	 L 3 K 6 J 8 I 4 H 3 G 9 F 2 E 0 D 8 C 5 B 7 A 9	368439208579	False
add the numbers K 2 J 0 I 4 H 0 G 9 F 6 E 4 D 2 C 7 B 4 A 2 and M 5 L 4 K 3 J 3 I 6 H 3 G 5 F 6 E 6 D 2 C 6 B 6 A 0	5454045305402	 P 7 N 4 M 3 L 4 K 3 J 3 I 0 H 3 G 5 F 6 E 6 D 2 C 6 B 6 A 0	743433035662660	False
add the numbers F 6 E 6 D 0 C 5 B 2 A 4 and J 8 I 6 H 2 G 7 F 6 E 0 D 8 C 8 B 2 A 3	8628269347	 J 8 I 6 H 2 G 7 F 6 E 6 D 8 C 8 B 2 A 3	8627668823	False
add the numbers E 1 D 9 C 2 B 9 A 5 and E 3 D 8 C 5 B 8 A 3	57878	 E 4 D 7 C 7 B 7 A 8	47778	False
add the numbers E 3 D 5 C 8 B 1 A 3 and G 4 F 9 E 6 D 5 C 0 B 4 A 8	5000861	 G 7 F 4 E 1 D 0 C 8 B 5 A 11	74108511	False
add the numbers E 2 D 2 C 6 B 1 A 0 and D 4 C 2 B 2 A 1	26831	 E 2 D 6 C 8 B 3 A 1	26831	True
add the numbers J 4 I 8 H 6 G 9 F 7 E 2 D 8 C 5 B 1 A 4 and I 8 H 5 G 8 F 1 E 6 D 0 C 8 B 1 A 9	5727889333	 J 4 I 8 H 5 G 9 F 8 E 8 D 8 C 5 B 2 A 9	4859888529	False
add the numbers E 3 D 9 C 9 B 4 A 5 and E 2 D 8 C 8 B 4 A 4	68789	 E 5 D 7 C 8 B 8 A 9	57889	False
add the numbers G 5 F 5 E 5 D 1 C 8 B 5 A 7 and E 6 D 2 C 3 B 8 A 8	5614245	 G 5 F 5 E 5 D 3 C 1 B 3 A 7	5553137	False
add the numbers F 9 E 9 D 3 C 7 B 9 A 2 and F 2 E 6 D 3 C 8 B 8 A 9	1257681	 G 1 F 5 E 0 D 6 C 5 B 7 A 1	1506571	False
add the numbers L 9 K 9 J 0 I 1 H 8 G 6 F 6 E 5 D 9 C 2 B 3 A 7 and G 5 F 9 E 8 D 0 C 5 B 7 A 0	990192639807	 L 9 K 9 J 0 I 1 H 8 G 5 F 9 E 8 D 0 C 5 B 7 A 0	990185980570	False
add the numbers E 3 D 3 C 2 B 5 A 4 and K 8 J 6 I 4 H 3 G 3 F 9 E 7 D 8 C 3 B 4 A 8	86434011602	 K 8 J 6 I 4 H 3 G 3 F 9 E 7 D 6 C 5 B 9 A 12	864339765912	False
add the numbers L 2 K 4 J 7 I 4 H 0 G 5 F 4 E 5 D 9 C 0 B 6 A 8 and E 3 D 5 C 1 B 5 A 1	247405494219	 L 2 K 4 J 7 I 4 H 0 G 5 F 4 E 5 D 9 C 0 B 6 A 8	247405459068	False
add the numbers K 8 J 4 I 4 H 5 G 2 F 0 E 5 D 2 C 7 B 4 A 0 and K 1 J 5 I 1 H 0 G 9 F 1 E 3 D 9 C 1 B 6 A 6	99561191906	 K 9 J 9 I 5 H 5 G 11 F 1 E 8 D 11 C 8 B 10 A 6	99551118118106	False
add the numbers J 8 I 8 H 5 G 3 F 8 E 0 D 9 C 8 B 9 A 0 and G 7 F 5 E 2 D 4 C 1 B 6 A 9	8861334059	 J 8 I 8 H 5 G 3 F 8 E 0 D 9 C 8 B 9 A 0	8853809890	False
add the numbers I 4 H 3 G 1 F 8 E 2 D 7 C 3 B 1 A 8 and I 7 H 5 G 6 F 4 E 1 D 8 C 6 B 4 A 5	1188245963	 I 1 H 8 G 7 F 2 E 9 D 5 C 9 B 5 A 3	187295953	False
add the numbers E 4 D 2 C 6 B 5 A 0 and E 2 D 4 C 1 B 0 A 8	66758	 E 6 D 6 C 7 B 5 A 8	66758	True
add the numbers D 3 C 7 B 1 A 7 and D 5 C 2 B 1 A 6	8933	 D 8 C 9 B 2 A 3	8923	False
add the numbers H 6 G 2 F 8 E 9 D 0 C 7 B 1 A 7 and H 5 G 1 F 2 E 4 D 4 C 5 B 5 A 9	114135276	 H 1 G 3 F 0 E 3 D 4 C 2 B 6 A 6	13034266	False
add the numbers J 3 I 4 H 4 G 4 F 3 E 1 D 3 C 1 B 3 A 6 and G 1 F 5 E 7 D 5 C 7 B 5 A 0	3445888886	 J 3 I 4 H 4 G 5 F 8 E 8 D 8 C 8 B 8 A 6	3445888886	True
add the numbers H 3 G 3 F 7 E 6 D 9 C 9 B 7 A 5 and D 9 C 1 B 3 A 1	33779106	 H 3 G 3 F 7 E 6 D 0 C 0 B 0 A 6	33760006	False
add the numbers L 1 K 0 J 6 I 8 H 9 G 8 F 4 E 1 D 3 C 6 B 3 A 3 and L 2 K 6 J 3 I 8 H 2 G 0 F 6 E 8 D 8 C 0 B 3 A 9	370719101672	 L 3 K 6 J 9 I 6 H 1 G 8 F 0 E 9 D 6 C 6 B 6 A 12	3696180966612	False
add the numbers D 5 C 2 B 3 A 3 and F 2 E 9 D 1 C 2 B 0 A 9	296442	 F 2 E 9 D 5 C 4 B 3 A 0	295430	False
add the numbers E 3 D 5 C 5 B 4 A 6 and F 7 E 7 D 5 C 8 B 8 A 3	811429	 F 0 E 0 D 0 C 0 B 0 A 9	000009	False
add the numbers I 4 H 1 G 0 F 6 E 3 D 9 C 9 B 9 A 4 and I 8 H 4 G 6 F 9 E 5 D 6 C 6 B 5 A 0	1257596644	 I 1 H 5 G 6 F 5 E 8 D 5 C 5 B 4 A 4	156585544	False
add the numbers M 3 L 2 K 5 J 5 I 8 H 5 G 2 F 5 E 1 D 5 C 2 B 0 A 4 and I 4 H 2 G 7 F 8 E 3 D 2 C 6 B 9 A 1	3256280347895	 M 3 L 2 K 5 J 5 I 8 H 5 G 2 F 5 E 1 D 5 C 2 B 0 A 4	3255852515204	False
add the numbers E 5 D 7 C 5 B 6 A 1 and K 2 J 7 I 8 H 1 G 6 F 4 E 1 D 7 C 6 B 2 A 1	27816475182	 K 2 J 7 I 8 H 1 G 6 F 4 E 1 D 7 C 6 B 2 A 1	27816417621	False
add the numbers G 4 F 9 E 3 D 5 C 6 B 8 A 6 and F 9 E 5 D 4 C 0 B 8 A 3	5889769	 G 4 F 9 E 8 D 9 C 6 B 0 A 9	4989609	False
add the numbers F 4 E 9 D 9 C 7 B 0 A 7 and K 4 J 8 I 4 H 1 G 2 F 2 E 6 D 1 C 8 B 0 A 4	48412761511	 K 8 J 1 I 1 H 1 G 2 F 2 E 6 D 1 C 8 B 0 A 4	81112261804	False
add the numbers D 2 C 7 B 0 A 2 and D 9 C 2 B 8 A 1	11983	 E 1 D 6 C 9 B 8 A 3	16983	False
add the numbers J 1 I 8 H 7 G 9 F 7 E 0 D 8 C 2 B 4 A 6 and J 3 I 9 H 8 G 7 F 5 E 7 D 9 C 9 B 7 A 8	5867288224	 K 4 J 7 I 7 H 5 G 6 F 2 E 7 D 1 C 1 B 1 A 4	47756271114	False
add the numbers L 3 K 7 J 4 I 7 H 6 G 5 F 1 E 2 D 7 C 6 B 6 A 1 and D 1 C 9 B 7 A 4	374765129635	 L 3 K 7 J 4 I 7 H 6 G 5 F 1 E 2 D 8 C 5 B 3 A 5	374765128535	False
add the numbers I 6 H 0 G 6 F 5 E 8 D 7 C 3 B 3 A 3 and L 1 K 3 J 6 I 9 H 7 G 0 F 5 E 9 D 5 C 5 B 3 A 8	137577182871	 M 7 L 3 K 9 J 5 I 5 H 7 G 6 F 0 E 4 D 2 C 8 B 6 A 11	73955760428611	False
add the numbers D 3 C 8 B 9 A 1 and D 5 C 1 B 0 A 4	8995	 D 8 C 9 B 9 A 5	8995	True
add the numbers F 5 E 9 D 8 C 7 B 5 A 9 and M 9 L 6 K 6 J 8 I 0 H 2 G 3 F 8 E 8 D 6 C 3 B 4 A 9	9668024485108	 M 1 L 1 K 1 J 1 I 1 H 1 G 1 F 1 E 1 D 1 C 1 B 1 A 1	1111111111111	False
add the numbers H 7 G 0 F 4 E 3 D 2 C 5 B 5 A 0 and G 3 F 1 E 0 D 7 C 2 B 1 A 4	73539764	 H 0 G 3 F 5 E 3 D 9 C 7 B 6 A 4	03539764	False
add the numbers F 3 E 5 D 5 C 5 B 6 A 9 and F 1 E 6 D 0 C 4 B 5 A 8	516027	 F 4 E 1 D 5 C 9 B 1 A 7	415917	False
add the numbers D 4 C 7 B 9 A 2 and E 3 D 7 C 5 B 9 A 9	42391	 E 3 D 1 C 3 B 0 A 2	31302	False
add the numbers K 3 J 5 I 1 H 7 G 3 F 2 E 5 D 8 C 5 B 7 A 7 and G 4 F 9 E 2 D 6 C 0 B 8 A 5	35178184662	 K 3 J 5 I 1 H 7 G 3 F 2 E 5 D 8 C 5 B 7 A 7	35173258577	False
add the numbers E 2 D 4 C 1 B 1 A 5 and D 5 C 1 B 3 A 5	29250	 E 2 D 5 C 2 B 4 A 0	25240	False
add the numbers E 7 D 2 C 2 B 1 A 4 and J 3 I 7 H 6 G 9 F 3 E 2 D 4 C 4 B 8 A 3	3769396697	 J 3 I 7 H 6 G 9 F 3 E 2 D 4 C 4 B 8 A 3	3769324483	False
add the numbers G 4 F 3 E 6 D 3 C 1 B 5 A 9 and I 9 H 6 G 3 F 0 E 0 D 8 C 5 B 7 A 8	967371737	 I 1 H 0 G 9 F 3 E 6 D 3 C 6 B 2 A 7	109363627	False
add the numbers D 3 C 6 B 9 A 9 and M 8 L 5 K 5 J 8 I 6 H 5 G 4 F 6 E 5 D 1 C 3 B 3 A 2	8558654655031	 M 8 L 5 K 5 J 8 I 6 H 5 G 4 F 6 E 5 D 4 C 9 B 2 A 1	8558654654921	False
add the numbers L 5 K 7 J 8 I 8 H 5 G 6 F 3 E 5 D 9 C 7 B 5 A 6 and G 9 F 2 E 3 D 7 C 5 B 7 A 3	578865597329	 L 5 K 7 J 8 I 8 H 5 G 6 F 3 E 5 D 9 C 7 B 5 A 6	578856359756	False
add the numbers M 8 L 8 K 4 J 1 I 8 H 2 G 7 F 0 E 5 D 1 C 0 B 3 A 3 and E 8 D 7 C 6 B 1 A 1	8841827138644	 M 8 L 8 K 4 J 1 I 8 H 2 G 7 F 0 E 5 D 1 C 0 B 3 A 3	8841827051033	False
add the numbers D 3 C 1 B 4 A 5 and D 4 C 3 B 2 A 6	7471	 E 1 D 5 C 4 B 6 A 1	15461	False
add the numbers J 2 I 6 H 4 G 0 F 7 E 7 D 4 C 7 B 3 A 2 and N 6 M 7 L 5 K 1 J 6 I 3 H 2 G 8 F 5 E 9 D 1 C 9 B 5 A 9	67518969366691	 N 8 M 3 L 1 K 7 J 8 I 9 H 6 G 8 F 2 E 6 D 5 C 6 B 8 A 11	831789682656811	False
add the numbers D 9 C 7 B 7 A 9 and D 9 C 3 B 1 A 3	19092	 E 1 D 3 C 0 B 8 A 0	13080	False
add the numbers M 5 L 6 K 9 J 3 I 8 H 9 G 1 F 2 E 1 D 6 C 4 B 0 A 3 and D 1 C 3 B 2 A 2	5693891217725	 M 5 L 6 K 9 J 3 I 8 H 9 G 1 F 2 E 1 D 7 C 7 B 2 A 5	5693891217725	True
add the numbers L 3 K 2 J 7 I 2 H 9 G 1 F 0 E 0 D 7 C 3 B 0 A 0 and H 4 G 9 F 4 E 2 D 1 C 5 B 4 A 8	327340428848	 L 3 K 2 J 7 I 2 H 9 G 1 F 4 E 2 D 8 C 8 B 4 A 8	327291428848	False
add the numbers E 9 D 2 C 3 B 5 A 1 and E 3 D 3 C 6 B 7 A 8	126029	 E 3 D 5 C 9 B 2 A 9	35929	False
add the numbers F 7 E 3 D 3 C 8 B 0 A 2 and K 2 J 1 I 1 H 9 G 7 F 7 E 2 D 9 C 5 B 4 A 4	21198463346	 K 2 J 1 I 1 H 9 G 7 F 7 E 2 D 9 C 5 B 4 A 6	21197729546	False
add the numbers G 7 F 0 E 3 D 3 C 5 B 4 A 7 and D 4 C 7 B 5 A 6	7038303	 G 7 F 0 E 3 D 3 C 5 B 4 A 7	7033547	False
add the numbers E 7 D 5 C 4 B 2 A 9 and D 9 C 8 B 4 A 7	85276	 E 6 D 5 C 3 B 6 A 6	65366	False
add the numbers N 4 M 6 L 1 K 1 J 7 I 3 H 6 G 0 F 3 E 7 D 0 C 8 B 9 A 8 and H 7 G 7 F 0 E 4 D 8 C 1 B 6 A 7	46117437419065	 N 4 M 6 L 1 K 1 J 7 I 3 H 7 G 7 F 0 E 4 D 8 C 1 B 6 A 7	46117377048167	False
